time,lat,lon,depth,cell_abundance_picoeuk,cell_abundance_prochloro,cell_abundance_synecho,diameter_picoeuk,diameter_prochloro,diameter_synecho,carbon_quota_picoeuk,carbon_quota_prochloro,carbon_quota_synecho,carbon_biomass_picoeuk,carbon_biomass_prochloro,carbon_biomass_synecho
2023-02-10T04:18:08.000Z,-4,-140.0002,5,7.32287815121799,145.497688438201,8.79523994037246,1.80393666666667,0.619936666666667,0.81301,0.686075486082114,0.0435762976357463,0.0877060721448682,5.03025353343832,6.33969277657386,0.771325013012386
2023-02-10T15:24:18.000Z,-3.9999,-140.0001,5,9.13646014359403,196.405400637586,8.34940021439799,1.47707,0.505693333333333,0.781696666666667,0.409312575409973,0.0257654535217393,0.0792596029113467,3.73842742120119,5.0599335010657,0.66194612952943
2023-02-10T21:14:13.000Z,-3.8862,-140.001,5,7.73598693293405,163.643069163345,7.41272946582818,1.53880666666667,0.531196666666667,0.79642,0.455267087812314,0.0292535979412855,0.0831817946101627,3.5159747402143,4.78595707953928,0.616181858915138
2023-02-11T04:24:22.000Z,-2.4042,-140.0015,5,9.03320631639007,149.217608194167,13.5582810241599,1.92193,0.641106666666667,0.786266666666667,0.807313885023572,0.0475183646134899,0.0804561192441708,7.29237017482875,7.09043942566205,1.09077060128549
2023-02-11T15:16:13.000Z,-0.3578,-139.9869,5,11.5108318374278,101.905475393969,4.99457087770076,1.57224666666667,0.54597,0.806596666666667,0.480861479834246,0.0313958292453133,0.0859459200217496,5.53556800081745,3.19939444782533,0.429668005107743
2023-02-11T20:50:19.000Z,-0.3335,-139.9454,5,10.7056104727172,101.502470696313,4.74335739557665,1.74595,0.6129,0.855173333333333,0.630865618349466,0.0423102115007395,0.0999444860947542,6.75382430889407,4.29450168343079,0.473977300509884
2023-02-12T04:03:19.000Z,0.4479,-140.6011,5,8.22389726211537,167.47935714708,9.38107646528028,1.73015666666667,0.616423333333333,0.80603,0.61567638757622,0.0429414669737986,0.0857932697261538,5.06831692797024,7.19160304176989,0.804775916544583
2023-02-12T15:25:12.000Z,2.1358,-141.9632,5,11.2811554912782,176.074547531451,10.0927482586532,1.50589666666667,0.50344,0.778913333333333,0.430273410859839,0.0254685435796699,0.0785327354007396,4.85609090829099,4.48442146142987,0.792670982469491
2023-02-12T21:29:23.000Z,2.9219,-142.6009,5,7.28116973193664,88.579782328108,6.16223902125371,1.66020333333333,0.55602,0.821793333333333,0.553546056970257,0.0329092234747496,0.0901782050842246,4.02894305057406,2.9153334795555,0.555887740108505
2023-02-13T04:06:21.000Z,3.7222,-143.2076,5,7.9307125479528,109.774572403086,8.65193211053333,1.92758666666667,0.639736666666667,0.82079,0.813556170154655,0.0472567997802106,0.0898896268497981,6.45269457194759,5.18758162483102,0.777625991959523
2023-02-13T14:31:14.000Z,5.3867,-144.6007,5,11.0918152434991,195.457960374013,9.25736155107139,1.52169333333333,0.532623333333333,0.799263333333333,0.441995544979415,0.0294549463989358,0.0839384168658158,4.9017580352615,5.75641269688558,0.77621350227399
2023-02-13T21:37:43.000Z,6.0059,-145.0923,5,7.97890838662489,140.184638102048,6.32277492239847,1.74258333333333,0.606723333333333,0.84746,0.627009615916214,0.0412202391265033,0.0976249929681337,5.00343242344331,5.77842419650709,0.617104197764717
2023-02-14T03:21:17.000Z,6.8432,-145.8501,5,6.26107971168153,125.403958236121,10.7372020844999,1.79961666666667,0.686573333333333,0.802923333333333,0.681390926882065,0.0567104960355843,0.0849439921429773,4.27185905961664,7.11060323837585,0.911908633214359
2023-02-14T16:35:26.000Z,8.5391,-147.2681,5,7.13613299774273,146.131949992695,8.97669251785144,1.51833666666667,0.56482,0.81797,0.439464311369138,0.0342691081461938,0.0890948217590851,3.13642167186281,5.00735695351452,0.799753212655155
2023-02-14T21:57:08.000Z,8.8272,-147.5149,5,6.51871921459906,134.728087117677,8.81068052048893,1.73562333333333,0.62501,0.866416666666667,0.620552675461166,0.0445036333974573,0.103351766585163,4.04557154455531,5.99637875177477,0.910519608068245
2023-02-15T04:54:23.000Z,9.9967,-148.4862,5,5.7077375719688,141.67094562967,9.90175647439759,1.72187333333333,0.678916666666667,0.822933333333333,0.608047626047575,0.0550904894685188,0.0904951162752266,3.46861810831338,7.80499759104495,0.896122614781176
2023-02-15T16:04:14.000Z,11.6607,-149.8731,5,5.75794880258114,99.7588946663989,4.80823319880327,1.52952666666667,0.56273,0.842203333333333,0.447869390002489,0.0339428548164639,0.0960752601174767,2.57904943446252,3.38599294264268,0.462024535830309
2023-02-15T22:28:17.000Z,12.59928,-150.6591,5,6.72613484726174,136.521064083135,7.10782059483066,1.61270666666667,0.60195,0.850996666666667,0.513472491947012,0.0403872460090408,0.0986917475336376,3.45422502556493,5.51395647333237,0.702129946607685
2023-02-16T04:19:32.000Z,13.5024,-151.4267,5,2.42480543488833,134.210376131597,1.32341049529723,1.76855666666667,0.613233333333333,0.85557,0.651417309007051,0.0423698271939398,0.100046926258828,1.57897698257513,5.68640405521288,0.132445495621366
2023-02-16T16:20:28.000Z,15.0909,-152.7648,5,2.86449961656852,169.704308517988,2.96453466945365,1.67591,0.527523333333333,0.82568,0.5684029018899,0.0287326881794566,0.0912836649651722,1.6285243216738,4.87554687052824,0.270815303350981
2023-02-16T22:10:43.000Z,15.9718,-153.5178,5,1.23700356371145,163.832694188179,0.876910172219277,1.84660333333333,0.511743333333333,0.868753333333333,0.72853351659741,0.0265668413235552,0.10413141002975,0.899455429879667,4.35212702128045,0.0916397359195094
2023-02-17T04:33:23.000Z,16.962,-154.3207,5,0.981230026950516,167.168137783579,0.885515726339719,1.84033333333333,0.51282,0.875636666666667,0.722749664144428,0.026711079084008,0.106324401987873,0.710965698761405,4.46546788396676,0.0943577502928762

